"browser","version","release_date","baseline_wa_compatible","baseline_year_compatible","engine","engine_version"
"opera_android","43","2017-09-27","false","2016","Blink","59"
"opera_android","44","2017-12-11","false","2016","Blink","60"
"opera_android","45","2018-02-15","false","2016","Blink","61"
"opera_android","46","2018-05-14","false","2017","Blink","63"
"opera_android","47","2018-07-23","false","2017","Blink","66"
"opera_android","48","2018-11-08","false","2017","Blink","69"
"opera_android","49","2018-12-07","false","2017","Blink","70"
"opera_android","50","2019-02-18","false","2018","Blink","71"
"opera_android","51","2019-03-21","false","2018","Blink","72"
"opera_android","52","2019-05-17","false","2018","Blink","73"
"opera_android","53","2019-07-11","false","2018","Blink","74"
"opera_android","54","2019-10-18","false","2018","Blink","76"
"opera_android","55","2019-12-03","false","2018","Blink","77"
"opera_android","56","2020-02-06","false","2018","Blink","78"
"opera_android","57","2020-03-30","false","2019","Blink","80"
"opera_android","58","2020-05-13","false","2019","Blink","81"
"opera_android","59","2020-06-30","false","2019","Blink","83"
"opera_android","60","2020-09-23","false","2019","Blink","85"
"opera_android","61","2020-12-07","false","2019","Blink","86"
"opera_android","62","2021-02-16","false","2020","Blink","87"
"opera_android","63","2021-04-16","false","2020","Blink","89"
"opera_android","64","2021-05-25","false","2020","Blink","91"
"opera_android","65","2021-10-20","false","2020","Blink","92"
"opera_android","66","2021-12-15","false","2020","Blink","94"
"opera_android","67","2022-01-31","false","2021","Blink","96"
"opera_android","68","2022-03-30","false","2021","Blink","99"
"opera_android","69","2022-05-09","false","2021","Blink","100"
"opera_android","70","2022-06-29","false","2021","Blink","102"
"opera_android","71","2022-09-16","false","2021","Blink","104"
"opera_android","72","2022-10-21","true","2021","Blink","106"
"opera_android","73","2023-01-17","true","2022","Blink","108"
"opera_android","74","2023-03-13","true","2022","Blink","110"
"opera_android","75","2023-05-17","true","2022","Blink","112"
"opera_android","76","2023-06-26","true","2022","Blink","114"
"opera_android","77","2023-08-31","true","2022","Blink","115"
"opera_android","78","2023-10-23","true","2022","Blink","117"
"opera_android","79","2023-12-06","true","2022","Blink","119"
"opera_android","80","2024-01-25","true","2023","Blink","120"
"opera_android","81","2024-03-14","true","2023","Blink","122"
"opera_android","82","2024-05-02","true","2023","Blink","124"
"opera_android","83","2024-06-25","true","2023","Blink","126"
"opera_android","84","2024-08-26","true","2023","Blink","127"
"opera_android","85","2024-10-29","true","2023","Blink","128"
"opera_android","86","2024-12-02","true","2023","Blink","130"
"opera_android","87","2025-01-22","true","2024","Blink","132"
"opera","35","2016-02-02","false","2015","Blink","48"
"opera","36","2016-03-15","false","2015","Blink","49"
"opera","37","2016-05-04","false","2015","Blink","50"
"opera","38","2016-06-08","false","2015","Blink","51"
"opera","39","2016-08-02","false","2015","Blink","52"
"opera","40","2016-09-20","false","2015","Blink","53"
"opera","41","2016-10-25","false","2015","Blink","54"
"opera","42","2016-12-13","false","2016","Blink","55"
"opera","43","2017-02-07","false","2016","Blink","56"
"opera","44","2017-03-21","false","2016","Blink","57"
"opera","45","2017-05-10","false","2016","Blink","58"
"opera","46","2017-06-22","false","2016","Blink","59"
"opera","47","2017-08-09","false","2016","Blink","60"
"opera","48","2017-09-27","false","2016","Blink","61"
"opera","49","2017-11-08","false","2016","Blink","62"
"opera","50","2018-01-04","false","2017","Blink","63"
"opera","51","2018-02-07","false","2017","Blink","64"
"opera","52","2018-03-22","false","2017","Blink","65"
"opera","53","2018-05-10","false","2017","Blink","66"
"opera","54","2018-06-28","false","2017","Blink","67"
"opera","55","2018-08-16","false","2017","Blink","68"
"opera","56","2018-09-25","false","2017","Blink","69"
"opera","57","2018-11-28","false","2017","Blink","70"
"opera","58","2019-01-23","false","2018","Blink","71"
"opera","60","2019-04-09","false","2018","Blink","73"
"opera","62","2019-06-27","false","2018","Blink","75"
"opera","63","2019-08-20","false","2018","Blink","76"
"opera","64","2019-10-07","false","2018","Blink","77"
"opera","65","2019-11-13","false","2018","Blink","78"
"opera","66","2020-01-07","false","2019","Blink","79"
"opera","67","2020-03-03","false","2019","Blink","80"
"opera","68","2020-04-22","false","2019","Blink","81"
"opera","69","2020-06-24","false","2019","Blink","83"
"opera","70","2020-07-27","false","2019","Blink","84"
"opera","71","2020-09-15","false","2019","Blink","85"
"opera","72","2020-10-21","false","2019","Blink","86"
"opera","73","2020-12-09","false","2020","Blink","87"
"opera","74","2021-02-02","false","2020","Blink","88"
"opera","75","2021-03-24","false","2020","Blink","89"
"opera","76","2021-04-28","false","2020","Blink","90"
"opera","77","2021-06-09","false","2020","Blink","91"
"opera","78","2021-08-03","false","2020","Blink","92"
"opera","79","2021-09-14","false","2020","Blink","93"
"opera","80","2021-10-05","false","2020","Blink","94"
"opera","81","2021-11-04","false","2020","Blink","95"
"opera","82","2021-12-02","false","2021","Blink","96"
"opera","83","2022-01-19","false","2021","Blink","97"
"opera","84","2022-02-16","false","2021","Blink","98"
"opera","85","2022-03-23","false","2021","Blink","99"
"opera","86","2022-04-20","false","2021","Blink","100"
"opera","87","2022-05-17","false","2021","Blink","101"
"opera","88","2022-06-08","false","2021","Blink","102"
"opera","89","2022-07-07","false","2021","Blink","103"
"opera","90","2022-08-18","false","2021","Blink","104"
"opera","91","2022-09-14","false","2021","Blink","105"
"opera","92","2022-10-19","true","2021","Blink","106"
"opera","93","2022-11-17","true","2021","Blink","107"
"opera","94","2022-12-15","true","2022","Blink","108"
"opera","95","2023-02-01","true","2022","Blink","109"
"opera","96","2023-02-22","true","2022","Blink","110"
"opera","97","2023-03-22","true","2022","Blink","111"
"opera","98","2023-04-20","true","2022","Blink","112"
"opera","99","2023-05-16","true","2022","Blink","113"
"opera","100","2023-06-29","true","2022","Blink","114"
"opera","101","2023-07-26","true","2022","Blink","115"
"opera","102","2023-08-23","true","2022","Blink","116"
"opera","103","2023-10-03","true","2022","Blink","117"
"opera","104","2023-10-23","true","2022","Blink","118"
"opera","105","2023-11-14","true","2022","Blink","119"
"opera","106","2023-12-19","true","2023","Blink","120"
"opera","107","2024-02-07","true","2023","Blink","121"
"opera","108","2024-03-05","true","2023","Blink","122"
"opera","109","2024-03-27","true","2023","Blink","123"
"opera","110","2024-05-14","true","2023","Blink","124"
"opera","111","2024-06-12","true","2023","Blink","125"
"opera","112","2024-07-11","true","2023","Blink","126"
"opera","113","2024-08-22","true","2023","Blink","127"
"opera","114","2024-09-25","true","2023","Blink","128"
"opera","115","2024-11-27","true","2023","Blink","130"
"opera","116","2025-01-08","true","2024","Blink","131"
"samsunginternet_android","10.0","2019-08-22","false","2018","Blink","71"
"samsunginternet_android","10.2","2019-10-09","false","2018","Blink","71"
"samsunginternet_android","11.0","2019-12-05","false","2018","Blink","75"
"samsunginternet_android","11.2","2020-03-22","false","2018","Blink","75"
"samsunginternet_android","12.0","2020-06-19","false","2019","Blink","79"
"samsunginternet_android","12.1","2020-07-07","false","2019","Blink","79"
"samsunginternet_android","13.0","2020-12-02","false","2019","Blink","83"
"samsunginternet_android","13.2","2021-01-20","false","2019","Blink","83"
"samsunginternet_android","14.0","2021-04-17","false","2020","Blink","87"
"samsunginternet_android","14.2","2021-06-25","false","2020","Blink","87"
"samsunginternet_android","15.0","2021-08-13","false","2020","Blink","90"
"samsunginternet_android","16.0","2021-11-25","false","2020","Blink","92"
"samsunginternet_android","16.2","2022-03-06","false","2020","Blink","92"
"samsunginternet_android","17.0","2022-05-04","false","2021","Blink","96"
"samsunginternet_android","18.0","2022-08-08","false","2021","Blink","99"
"samsunginternet_android","18.1","2022-09-09","false","2021","Blink","99"
"samsunginternet_android","19.0","2022-11-01","false","2021","Blink","102"
"samsunginternet_android","19.1","2022-11-08","false","2021","Blink","102"
"samsunginternet_android","20.0","2023-02-10","true","2021","Blink","106"
"samsunginternet_android","21.0","2023-05-19","true","2022","Blink","110"
"samsunginternet_android","22.0","2023-07-14","true","2022","Blink","111"
"samsunginternet_android","23.0","2023-10-18","true","2022","Blink","115"
"samsunginternet_android","24.0","2024-01-25","true","2022","Blink","117"
"samsunginternet_android","25.0","2024-04-24","true","2023","Blink","121"
"samsunginternet_android","26.0","2024-06-07","true","2023","Blink","122"
"samsunginternet_android","27.0","2024-11-06","true","2023","Blink","125"
"samsunginternet_android","5.0","2016-12-15","false","2015","Blink","51"
"samsunginternet_android","5.2","2017-04-21","false","2015","Blink","51"
"samsunginternet_android","5.4","2017-05-17","false","2015","Blink","51"
"samsunginternet_android","6.0","2017-08-23","false","2016","Blink","56"
"samsunginternet_android","6.2","2017-10-26","false","2016","Blink","56"
"samsunginternet_android","6.4","2018-02-19","false","2016","Blink","56"
"samsunginternet_android","7.0","2018-03-16","false","2016","Blink","59"
"samsunginternet_android","7.2","2018-06-20","false","2016","Blink","59"
"samsunginternet_android","7.4","2018-09-12","false","2016","Blink","59"
"samsunginternet_android","8.0","2018-07-18","false","2017","Blink","63"
"samsunginternet_android","8.2","2018-12-21","false","2017","Blink","63"
"samsunginternet_android","9.0","2018-09-15","false","2017","Blink","67"
"samsunginternet_android","9.2","2019-04-02","false","2017","Blink","67"
"samsunginternet_android","9.4","2019-07-25","false","2017","Blink","67"
"webview_android","48","2016-01-26","false","2015","Blink","48"
"webview_android","49","2016-03-09","false","2015","Blink","49"
"webview_android","50","2016-04-13","false","2015","Blink","50"
"webview_android","51","2016-06-08","false","2015","Blink","51"
"webview_android","52","2016-07-27","false","2015","Blink","52"
"webview_android","53","2016-09-07","false","2015","Blink","53"
"webview_android","54","2016-10-19","false","2015","Blink","54"
"webview_android","55","2016-12-06","false","2016","Blink","55"
"webview_android","56","2017-02-01","false","2016","Blink","56"
"webview_android","57","2017-03-16","false","2016","Blink","57"
"webview_android","58","2017-04-25","false","2016","Blink","58"
"webview_android","59","2017-06-06","false","2016","Blink","59"
"webview_android","60","2017-08-01","false","2016","Blink","60"
"webview_android","61","2017-09-05","false","2016","Blink","61"
"webview_android","62","2017-10-24","false","2016","Blink","62"
"webview_android","63","2017-12-05","false","2017","Blink","63"
"webview_android","64","2018-01-23","false","2017","Blink","64"
"webview_android","65","2017-03-06","false","2017","Blink","65"
"webview_android","66","2017-04-17","false","2017","Blink","66"
"webview_android","67","2018-05-31","false","2017","Blink","67"
"webview_android","68","2018-07-24","false","2017","Blink","68"
"webview_android","69","2018-09-04","false","2017","Blink","69"
"webview_android","70","2018-10-17","false","2017","Blink","70"
"webview_android","71","2018-12-04","false","2018","Blink","71"
"webview_android","72","2019-01-29","false","2018","Blink","72"
"webview_android","73","2019-03-12","false","2018","Blink","73"
"webview_android","74","2019-04-24","false","2018","Blink","74"
"webview_android","75","2019-06-04","false","2018","Blink","75"
"webview_android","76","2019-07-30","false","2018","Blink","76"
"webview_android","77","2019-09-10","false","2018","Blink","77"
"webview_android","78","2019-10-22","false","2018","Blink","78"
"webview_android","79","2019-12-17","false","2019","Blink","79"
"webview_android","80","2020-02-04","false","2019","Blink","80"
"webview_android","81","2020-04-07","false","2019","Blink","81"
"webview_android","83","2020-05-19","false","2019","Blink","83"
"webview_android","84","2020-07-27","false","2019","Blink","84"
"webview_android","85","2020-08-25","false","2019","Blink","85"
"webview_android","86","2020-10-20","false","2019","Blink","86"
"webview_android","87","2020-11-17","false","2020","Blink","87"
"webview_android","88","2021-01-19","false","2020","Blink","88"
"webview_android","89","2021-03-02","false","2020","Blink","89"
"webview_android","90","2021-04-13","false","2020","Blink","90"
"webview_android","91","2021-05-25","false","2020","Blink","91"
"webview_android","92","2021-07-20","false","2020","Blink","92"
"webview_android","93","2021-08-31","false","2020","Blink","93"
"webview_android","94","2021-09-21","false","2020","Blink","94"
"webview_android","95","2021-10-19","false","2020","Blink","95"
"webview_android","96","2021-11-15","false","2021","Blink","96"
"webview_android","97","2022-01-04","false","2021","Blink","97"
"webview_android","98","2022-02-01","false","2021","Blink","98"
"webview_android","99","2022-03-01","false","2021","Blink","99"
"webview_android","100","2022-03-29","false","2021","Blink","100"
"webview_android","101","2022-04-26","false","2021","Blink","101"
"webview_android","102","2022-05-24","false","2021","Blink","102"
"webview_android","103","2022-06-21","false","2021","Blink","103"
"webview_android","104","2022-08-02","false","2021","Blink","104"
"webview_android","105","2022-09-02","false","2021","Blink","105"
"webview_android","106","2022-09-27","true","2021","Blink","106"
"webview_android","107","2022-10-25","true","2021","Blink","107"
"webview_android","108","2022-11-29","true","2022","Blink","108"
"webview_android","109","2023-01-10","true","2022","Blink","109"
"webview_android","110","2023-02-07","true","2022","Blink","110"
"webview_android","111","2023-03-01","true","2022","Blink","111"
"webview_android","112","2023-04-04","true","2022","Blink","112"
"webview_android","113","2023-05-02","true","2022","Blink","113"
"webview_android","114","2023-05-30","true","2022","Blink","114"
"webview_android","115","2023-07-21","true","2022","Blink","115"
"webview_android","116","2023-08-15","true","2022","Blink","116"
"webview_android","117","2023-09-12","true","2022","Blink","117"
"webview_android","118","2023-10-10","true","2022","Blink","118"
"webview_android","119","2023-10-31","true","2022","Blink","119"
"webview_android","120","2023-12-05","true","2023","Blink","120"
"webview_android","121","2024-01-23","true","2023","Blink","121"
"webview_android","122","2024-02-20","true","2023","Blink","122"
"webview_android","123","2024-03-19","true","2023","Blink","123"
"webview_android","124","2024-04-16","true","2023","Blink","124"
"webview_android","125","2024-05-14","true","2023","Blink","125"
"webview_android","126","2024-06-11","true","2023","Blink","126"
"webview_android","127","2024-07-23","true","2023","Blink","127"
"webview_android","128","2024-08-20","true","2023","Blink","128"
"webview_android","129","2024-09-17","true","2023","Blink","129"
"webview_android","130","2024-10-15","true","2023","Blink","130"
"webview_android","131","2024-11-12","true","2024","Blink","131"
"webview_android","132","2025-01-14","true","2024","Blink","132"
"webview_android","133","2025-02-04","true","2024","Blink","133"
"webview_android","134","2025-03-04","true","2025","Blink","134"
"oculus","10.0","undefined","false","2019","Blink","83"
"oculus","11.0","undefined","false","2019","Blink","84"
"oculus","12.0","undefined","false","2019","Blink","86"
"oculus","13.0","undefined","false","2020","Blink","87"
"oculus","14.0","undefined","false","2020","Blink","88"
"oculus","15.0","undefined","false","2020","Blink","89"
"oculus","15.1","undefined","false","2020","Blink","89"
"oculus","16.0","2021-06-14","false","2020","Blink","91"
"oculus","16.1","2021-06-22","false","2020","Blink","91"
"oculus","16.2","2021-07-06","false","2020","Blink","91"
"oculus","16.3","2021-07-19","false","2020","Blink","91"
"oculus","16.4","2021-08-02","false","2020","Blink","91"
"oculus","16.5","2021-08-16","false","2020","Blink","91"
"oculus","16.6","2021-08-30","false","2020","Blink","91"
"oculus","17.0","2021-09-13","false","2020","Blink","93"
"oculus","18.0","2021-11-30","false","2020","Blink","95"
"oculus","19.0","2022-01-31","false","2021","Blink","96"
"oculus","20.0","2022-03-14","false","2021","Blink","98"
"oculus","21.0","2022-04-25","false","2021","Blink","100"
"oculus","22.0","2022-06-06","false","2021","Blink","102"
"oculus","23.0","2022-08-15","false","2021","Blink","104"
"oculus","5.0","undefined","false","2017","Blink","66"
"oculus","5.4","undefined","false","2017","Blink","66"
"oculus","6.0","undefined","false","2018","Blink","74"
"oculus","7.0","undefined","false","2018","Blink","77"
"oculus","7.1","undefined","false","2018","Blink","77"
"oculus","8.0","undefined","false","2019","Blink","79"
"oculus","8.1","undefined","false","2019","Blink","79"
"oculus","9.0","undefined","false","2019","Blink","81"
"QQBrowser","8.1","unknown","false","2016","Blink","57"
"QQBrowser","8.2","unknown","false","2016","Blink","57"
"QQBrowser","8.3","unknown","false","2016","Blink","57"
"QQBrowser","8.4","unknown","false","2016","Blink","57"
"QQBrowser","8.5","unknown","false","2016","Blink","57"
"QQBrowser","8.6","unknown","false","2016","Blink","57"
"QQBrowser","8.7","unknown","false","2016","Blink","57"
"QQBrowser","8.8","unknown","false","2016","Blink","57"
"QQBrowser","8.9","unknown","false","2016","Blink","57"
"QQBrowser","9.1","unknown","false","2016","Blink","57"
"QQBrowser","9.7","unknown","false","2017","Blink","66"
"QQBrowser","9.8","unknown","false","2017","Blink","66"
"QQBrowser","10.0","unknown","false","2017","Blink","66"
"QQBrowser","10.1","unknown","false","2017","Blink","66"
"QQBrowser","10.2","unknown","false","2017","Blink","66"
"QQBrowser","10.3","unknown","false","2017","Blink","66"
"QQBrowser","10.4","unknown","false","2017","Blink","66"
"QQBrowser","10.5","unknown","false","2017","Blink","66"
"QQBrowser","10.7","2020-09-09","false","2017","Blink","66"
"QQBrowser","10.9","2020-11-22","false","2018","Blink","77"
"QQBrowser","11.0","unknown","false","2018","Blink","77"
"QQBrowser","11.2","2021-01-30","false","2018","Blink","77"
"QQBrowser","11.3","2021-03-31","false","2018","Blink","77"
"QQBrowser","11.7","2021-11-02","false","2020","Blink","89"
"QQBrowser","11.9","unknown","false","2020","Blink","89"
"QQBrowser","12.0","2021-11-04","false","2020","Blink","89"
"QQBrowser","12.1","2021-11-05","false","2020","Blink","89"
"QQBrowser","12.2","2021-12-07","false","2020","Blink","89"
"QQBrowser","12.5","2022-04-07","false","2020","Blink","89"
"QQBrowser","12.7","2022-05-21","false","2020","Blink","89"
"QQBrowser","12.8","2022-06-30","false","2020","Blink","89"
"QQBrowser","12.9","2022-07-26","false","2020","Blink","89"
"QQBrowser","13.0","2022-08-15","false","2020","Blink","89"
"QQBrowser","13.1","2022-09-10","false","2020","Blink","89"
"QQBrowser","13.2","2022-10-26","false","2020","Blink","89"
"QQBrowser","13.3","2022-11-09","false","2020","Blink","89"
"QQBrowser","13.4","unknown","false","2021","Blink","98"
"QQBrowser","13.5","2023-02-06","false","2021","Blink","98"
"QQBrowser","13.6","2023-02-09","false","2021","Blink","98"
"QQBrowser","13.7","2023-04-21","false","2021","Blink","98"
"QQBrowser","13.8","2023-04-21","false","2021","Blink","98"
"QQBrowser","14.0","2023-07-05","false","2021","Blink","98"
"QQBrowser","14.1","2023-07-16","false","2021","Blink","98"
"QQBrowser","14.2","2023-08-17","false","2021","Blink","98"
"QQBrowser","14.3","2023-09-12","true","2022","Blink","109"
"QQBrowser","14.4","2023-10-31","true","2022","Blink","109"
"QQBrowser","14.5","2023-11-12","true","2022","Blink","109"
"QQBrowser","14.6","2023-12-24","true","2022","Blink","109"
"QQBrowser","14.8","2024-03-04","true","2022","Blink","109"
"QQBrowser","14.9","2024-04-09","true","2022","Blink","109"
"QQBrowser","15.0","2024-04-17","true","2022","Blink","109"
"QQBrowser","15.1","2024-05-18","true","2022","Blink","109"
"QQBrowser","15.2","2024-06-20","true","2022","Blink","109"
"QQBrowser","15.3","2024-07-28","true","2022","Blink","109"
"QQBrowser","15.4","2024-09-07","true","2022","Blink","109"
"QQBrowser","15.5","2024-09-24","true","2022","Blink","109"
"QQBrowser","15.6","2024-10-24","true","2022","Blink","109"
"QQBrowser","15.7","2024-11-23","true","2022","Blink","109"
"QQBrowser","15.8","2024-12-11","true","2022","Blink","109"
"QQBrowser","15.9","2025-02-01","true","2022","Blink","109"
"QQBrowser","16.0","2025-02-22","true","2022","Blink","109"
"QQBrowser","17.4","2025-03-02","true","2023","Blink","123"
"UCBrowser","11.8","unknown","false","2016","Blink","57"
"UCBrowser","11.9","unknown","false","2016","Blink","57"
"UCBrowser","12.0","unknown","false","2016","Blink","57"
"UCBrowser","12.1","unknown","false","2016","Blink","57"
"UCBrowser","12.2","unknown","false","2016","Blink","57"
"UCBrowser","12.3","unknown","false","2016","Blink","57"
"UCBrowser","12.4","unknown","false","2016","Blink","57"
"UCBrowser","12.5","unknown","false","2016","Blink","57"
"UCBrowser","12.6","unknown","false","2016","Blink","57"
"UCBrowser","12.7","unknown","false","2016","Blink","57"
"UCBrowser","12.8","unknown","false","2016","Blink","57"
"UCBrowser","12.9","unknown","false","2016","Blink","57"
"UCBrowser","13.0","unknown","false","2016","Blink","57"
"UCBrowser","13.1","unknown","false","2016","Blink","57"
"UCBrowser","13.2","unknown","false","2016","Blink","57"
"UCBrowser","13.3","2020-09-09","false","2018","Blink","78"
"UCBrowser","13.4","2021-09-28","false","2018","Blink","78"
"UCBrowser","13.5","unknown","false","2018","Blink","78"
"UCBrowser","13.6","unknown","false","2018","Blink","78"
"UCBrowser","13.7","unknown","false","2018","Blink","78"
"UCBrowser","13.9","2022-05-18","false","2018","Blink","78"
"UCBrowser","15.0","2022-08-24","false","2018","Blink","78"
"UCBrowser","15.1","2022-11-11","false","2018","Blink","78"
"UCBrowser","15.2","unknown","false","2018","Blink","78"
"UCBrowser","15.3","2023-03-17","false","2021","Blink","100"
"UCBrowser","15.4","unknown","false","2021","Blink","100"
"UCBrowser","15.5","2023-08-22","false","2021","Blink","100"
"UCBrowser","16.0","2023-08-24","false","2021","Blink","100"
"UCBrowser","16.1","2023-10-15","false","2021","Blink","100"
"UCBrowser","16.2","2023-12-09","false","2021","Blink","100"
"UCBrowser","16.3","2024-03-08","false","2021","Blink","100"
"UCBrowser","16.4","unknown","false","2021","Blink","100"
"UCBrowser","16.5","2024-05-30","false","2021","Blink","100"
"UCBrowser","16.6","2024-07-23","false","2021","Blink","100"
"UCBrowser","17.0","2024-08-24","false","2021","Blink","100"
"UCBrowser","17.1","2024-09-26","false","2021","Blink","100"
"UCBrowser","17.2","2024-11-19","false","2021","Blink","100"
"UCBrowser","17.3","2025-01-07","false","2021","Blink","100"
"UCBrowser","17.4","2025-02-26","false","2021","Blink","100"
